TOA5,CR300Series_403,CR300,27029,CR300-RF407.Std.10.03,CPU:CR300_sapflow.CR300,8254,Table1,,,,,,
TIMESTAMP,RECORD,BattV_Min,id,SDI0,SapFlwTot0,VhOuter0,VhInner0,AlphaOut0,AlphaIn0,BetaOut0,BetaIn0,tMaxTout0,tMaxTin0
TS,RN,Volts,,,literPerHour,heatVelocity,heatVelocity,logTRatio,logTRatio,logTRatio,logTRatio,second,second
,,Min,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
6/7/21 23:30,598,12,403,0,-0.266,-0.57,-0.6,-0.051,-0.054,-0.04,-0.033,52.06,41.34
6/8/21 0:00,599,12,403,0,-0.252,-0.5,-0.61,-0.045,-0.055,-0.037,-0.033,51.58,41.13
6/8/21 0:30,600,11.99,403,0,-0.27,-0.52,-0.67,-0.047,-0.06,-0.036,-0.038,51.23,41.33
6/8/21 1:00,601,11.99,403,0,-0.282,-0.54,-0.7,-0.049,-0.063,-0.041,-0.04,51.77,41.62
6/8/21 1:30,602,11.99,403,0,-0.277,-0.52,-0.7,-0.047,-0.063,-0.039,-0.043,50.31,41.23
6/8/21 2:00,603,11.99,403,0,-0.284,-0.52,-0.73,-0.047,-0.066,-0.039,-0.043,50.87,40.72
6/8/21 2:30,604,11.98,403,0,-0.311,-0.55,-0.82,-0.049,-0.074,-0.041,-0.05,52.42,41.85
6/8/21 3:00,605,11.98,403,0,-0.318,-0.58,-0.82,-0.053,-0.073,-0.043,-0.047,51.15,40.84
6/8/21 3:30,606,11.97,403,0,-0.306,-0.56,-0.79,-0.051,-0.071,-0.041,-0.05,52.93,41.24
6/8/21 4:00,607,11.97,403,0,-0.317,-0.52,-0.88,-0.047,-0.078,-0.039,-0.056,52.26,41.55
6/8/21 4:30,608,11.97,403,0,-0.32,-0.56,-0.85,-0.051,-0.076,-0.041,-0.054,52.28,41.71
6/8/21 5:00,609,11.97,403,0,-0.318,-0.58,-0.82,-0.053,-0.074,-0.044,-0.05,52.8,41.26
6/8/21 5:30,610,11.97,403,0,-0.326,-0.56,-0.88,-0.05,-0.079,-0.041,-0.052,51.39,40.92
6/8/21 6:00,611,11.96,403,0,-0.295,-0.56,-0.74,-0.051,-0.066,-0.041,-0.045,51.1,41.19
6/8/21 6:30,612,11.96,403,0,-0.208,-0.52,-0.39,-0.047,-0.036,-0.039,-0.018,52.34,42.28
6/8/21 7:00,613,11.96,403,0,-0.134,-0.53,-0.05,-0.048,-0.005,-0.04,0.007,53.24,43.19
6/8/21 7:30,614,11.96,403,0,-0.028,-0.47,0.36,-0.042,0.032,-0.035,0.044,52.08,42.17
6/8/21 8:00,615,11.96,403,0,0.116,-0.44,0.98,-0.04,0.087,-0.035,0.09,52.72,42.82
6/8/21 8:30,616,11.96,403,0,0.211,-0.3,1.26,-0.027,0.112,-0.024,0.115,54.76,42.26
6/8/21 9:00,617,11.96,403,0,0.349,-0.35,1.93,-0.031,0.171,-0.026,0.167,54.07,43.75
6/8/21 9:30,618,11.99,403,0,0.55,-0.14,2.61,-0.013,0.231,-0.011,0.229,52.22,41.09
6/8/21 10:00,619,11.98,403,0,0.596,-0.25,2.93,-0.023,0.26,-0.022,0.259,52.82,42.66
6/8/21 10:30,620,12.01,403,0,0.522,-0.7,3.07,-0.063,0.272,-0.05,0.28,51.97,42.06
6/8/21 11:00,621,12.01,403,0,0.784,0,3.51,0,0.31,-0.007,0.311,54.11,40.94
6/8/21 11:30,622,12,403,0,0.764,-0.16,3.59,-0.015,0.317,-0.016,0.314,51.14,41.9
6/8/21 12:00,623,11.99,403,0,0.719,-0.18,3.41,-0.017,0.302,-0.016,0.295,52.03,41.3
6/8/21 12:30,624,12,403,0,0.755,-0.15,3.54,-0.014,0.313,-0.013,0.317,55.11,41.52
6/8/21 13:00,625,12.01,403,0,0.903,0.06,3.98,0.005,0.352,0.003,0.355,53.61,40.69
6/8/21 13:30,626,12,403,0,1.034,-0.03,4.66,-0.004,0.413,-0.003,0.431,53.8,39.81
6/8/21 14:00,627,12.04,403,0,1.081,0,4.84,0,0.428,0,0.454,52.81,39.89
6/8/21 14:30,628,12.01,403,0,1.072,0.02,4.78,0.002,0.423,0.005,0.456,53.56,39.72
6/8/21 15:00,629,12,403,0,1.069,-0.1,4.89,-0.009,0.433,-0.007,0.462,52.04,38.86
6/8/21 15:30,630,11.99,403,0,1.056,-0.01,4.74,-0.002,0.42,-0.002,0.439,52.3,39.68
6/8/21 16:00,631,12,403,0,1.059,0.04,4.7,0.004,0.416,-0.004,0.434,51.47,39.37
6/8/21 16:30,632,11.99,403,0,1.01,0.09,4.43,0.008,0.392,0.004,0.397,51.99,39.88
6/8/21 17:00,633,11.98,403,0,0.87,-0.08,3.98,-0.008,0.352,-0.009,0.344,51.75,40.05
6/8/21 17:30,634,11.98,403,0,0.736,-0.26,3.57,-0.024,0.316,-0.019,0.317,53.77,42.23
6/8/21 18:00,635,11.98,403,0,0.715,-0.17,3.38,-0.016,0.299,-0.011,0.288,51.52,41.61
6/8/21 18:30,636,11.97,403,0,0.591,-0.27,2.93,-0.025,0.259,-0.02,0.25,52.43,41.55
6/8/21 19:00,637,11.97,403,0,0.542,-0.29,2.73,-0.027,0.242,-0.027,0.235,52.57,41.69
6/8/21 19:30,638,11.97,403,0,0.401,-0.29,2.1,-0.026,0.185,-0.023,0.181,52.38,42.47
6/8/21 20:00,639,11.96,403,0,0.204,-0.36,1.29,-0.033,0.114,-0.031,0.111,51.02,41.52
6/8/21 20:30,640,11.96,403,0,0.024,-0.47,0.6,-0.042,0.053,-0.034,0.058,52.34,41.61
6/8/21 21:00,641,11.95,403,0,-0.082,-0.46,0.11,-0.042,0.01,-0.034,0.018,52.33,41.61
6/8/21 21:30,642,11.95,403,0,-0.17,-0.55,-0.19,-0.049,-0.018,-0.041,-0.004,51.98,42.07
6/8/21 22:00,643,11.95,403,0,-0.151,-0.46,-0.2,-0.041,-0.019,-0.033,-0.002,48.01,40.4
6/8/21 22:30,644,11.94,403,0,-0.323,-0.7,-0.72,-0.063,-0.065,-0.045,-0.041,51.36,41.3
6/8/21 23:00,645,11.93,403,0,-0.354,-0.62,-0.94,-0.055,-0.084,-0.046,-0.059,52.5,41.78
6/8/21 23:30,646,11.93,403,0,-0.335,-0.53,-0.95,-0.048,-0.085,-0.04,-0.059,51.33,42.08
6/9/21 0:00,647,11.93,403,0,-0.335,-0.53,-0.95,-0.047,-0.085,-0.041,-0.062,52.23,40.68
6/9/21 0:30,648,11.92,403,0,-0.342,-0.54,-0.97,-0.049,-0.087,-0.039,-0.062,52.44,41.46
6/9/21 1:00,649,11.92,403,0,-0.333,-0.5,-0.97,-0.045,-0.087,-0.038,-0.061,52.68,41.55
6/9/21 1:30,650,11.92,403,0,-0.353,-0.57,-0.99,-0.051,-0.089,-0.042,-0.066,52.99,42.02
6/9/21 2:00,651,11.92,403,0,-0.339,-0.52,-0.98,-0.047,-0.088,-0.039,-0.065,52.08,41.2
6/9/21 2:30,652,11.92,403,0,-0.333,-0.54,-0.93,-0.048,-0.083,-0.039,-0.063,53.21,41
6/9/21 3:00,653,11.91,403,0,-0.321,-0.46,-0.96,-0.041,-0.086,-0.032,-0.066,52.03,40.74
6/9/21 3:30,654,11.91,403,0,-0.331,-0.55,-0.91,-0.049,-0.082,-0.041,-0.061,52.6,41.47
6/9/21 4:00,655,11.91,403,0,-0.326,-0.53,-0.91,-0.047,-0.082,-0.039,-0.059,52.36,41.23
6/9/21 4:30,656,11.91,403,0,-0.306,-0.49,-0.86,-0.044,-0.077,-0.038,-0.055,52.79,41.66
6/9/21 5:00,657,11.91,403,0,-0.294,-0.44,-0.86,-0.04,-0.077,-0.034,-0.055,51.86,41.81
6/9/21 5:30,658,11.9,403,0,-0.297,-0.51,-0.8,-0.046,-0.072,-0.038,-0.05,51.1,41.2
6/9/21 6:00,659,11.9,403,0,-0.279,-0.52,-0.71,-0.047,-0.064,-0.038,-0.046,52.96,43.05
6/9/21 6:30,660,11.9,403,0,-0.216,-0.5,-0.45,-0.045,-0.041,-0.039,-0.023,51.63,41.46
6/9/21 7:00,661,11.9,403,0,-0.167,-0.48,-0.25,-0.044,-0.023,-0.039,-0.007,52.57,42.66
6/9/21 7:30,662,11.9,403,0,-0.138,-0.46,-0.14,-0.042,-0.013,-0.034,0,52.01,40.88
6/9/21 8:00,663,11.9,403,0,-0.02,-0.47,0.4,-0.043,0.036,-0.037,0.041,53.06,43.57
6/9/21 8:30,664,11.9,403,0,0.143,-0.42,1.08,-0.038,0.096,-0.03,0.099,52.49,42.58
6/9/21 9:00,665,11.9,403,0,0.231,-0.34,1.39,-0.031,0.123,-0.026,0.121,53.91,42.93
6/9/21 9:30,666,11.9,403,0,0.273,-0.39,1.63,-0.036,0.144,-0.032,0.146,53.15,42.42
6/9/21 10:00,667,11.9,403,0,0.318,-0.53,1.98,-0.048,0.175,-0.04,0.174,52.19,43.09
6/9/21 10:30,668,11.92,403,0,0.549,-0.08,2.54,-0.008,0.225,-0.009,0.22,51.19,41.69
6/9/21 11:00,669,11.92,403,0,0.525,-0.41,2.78,-0.037,0.246,-0.032,0.246,53.39,42.11
6/9/21 11:30,670,11.93,403,0,0.686,-0.18,3.26,-0.017,0.288,-0.014,0.286,52.06,42.15
6/9/21 12:00,671,11.93,403,0,0.689,-0.29,3.39,-0.027,0.3,-0.021,0.301,53.41,42.02
6/9/21 12:30,672,11.93,403,0,0.781,-0.1,3.6,-0.01,0.319,-0.011,0.312,52.13,41.41
6/9/21 13:00,673,11.93,403,0,0.771,-0.19,3.65,-0.018,0.323,-0.015,0.322,51.21,40.89
6/9/21 13:30,674,11.92,403,0,0.84,-0.15,3.92,-0.014,0.347,-0.013,0.35,54.68,41.5
6/9/21 14:00,675,11.93,403,0,0.908,-0.08,4.15,-0.008,0.368,-0.009,0.372,52.07,40.53
6/9/21 14:30,676,11.92,403,0,0.825,-0.16,3.86,-0.015,0.342,-0.014,0.34,52.13,40.74
6/9/21 15:00,677,11.92,403,0,0.851,-0.16,3.98,-0.015,0.352,-0.016,0.353,53.6,41.8
6/9/21 15:30,678,11.92,403,0,0.886,-0.1,4.07,-0.01,0.36,-0.011,0.362,52.64,41.1
6/9/21 16:00,679,11.92,403,0,0.937,-0.05,4.25,-0.006,0.376,-0.007,0.385,54.18,41
6/9/21 16:30,680,11.91,403,0,0.85,-0.06,3.87,-0.006,0.343,-0.008,0.329,50.77,41.26
6/9/21 17:00,681,11.9,403,0,0.491,-0.25,2.46,-0.023,0.217,-0.024,0.21,52.39,42.07
6/9/21 17:30,682,11.9,403,0,0.441,-0.29,2.28,-0.026,0.202,-0.023,0.192,51.79,41.06
6/9/21 18:00,683,11.89,403,0,0.133,-0.33,0.94,-0.03,0.083,-0.025,0.086,50.39,42.27
6/9/21 18:30,684,11.88,403,0,-0.214,-0.49,-0.45,-0.044,-0.041,-0.037,-0.021,50.92,41.42
6/9/21 19:00,685,11.88,403,0,-0.288,-0.53,-0.74,-0.048,-0.066,-0.038,-0.04,52.49,40.95
6/9/21 19:30,686,11.88,403,0,-0.315,-0.54,-0.85,-0.048,-0.076,-0.04,-0.051,51.91,41.75
6/9/21 20:00,687,11.87,403,0,-0.308,-0.51,-0.85,-0.046,-0.076,-0.036,-0.051,51.45,40.57
6/9/21 20:30,688,11.87,403,0,-0.34,-0.54,-0.96,-0.049,-0.086,-0.038,-0.063,52.92,41.79
6/9/21 21:00,689,11.86,403,0,-0.369,-0.58,-1.05,-0.052,-0.094,-0.042,-0.07,52.9,41.36
6/9/21 21:30,690,11.86,403,0,-0.38,-0.56,-1.12,-0.05,-0.1,-0.042,-0.075,51.72,41.66
6/9/21 22:00,691,11.86,403,0,-0.371,-0.56,-1.08,-0.05,-0.097,-0.042,-0.07,51.73,40.85
6/9/21 22:30,692,11.86,403,0,-0.378,-0.56,-1.11,-0.05,-0.099,-0.042,-0.072,51.7,40.98
6/9/21 23:00,693,11.85,403,0,-0.389,-0.58,-1.14,-0.052,-0.102,-0.042,-0.075,52.03,41.87
6/9/21 23:30,694,11.85,403,0,-0.382,-0.58,-1.11,-0.052,-0.099,-0.042,-0.075,52.45,40.65
6/10/21 0:00,695,11.85,403,0,-0.387,-0.6,-1.11,-0.054,-0.099,-0.045,-0.07,51.37,41.21
6/10/21 0:30,696,11.85,403,0,-0.373,-0.55,-1.1,-0.049,-0.098,-0.041,-0.074,52.34,41.77
6/10/21 1:00,697,11.85,403,0,-0.398,-0.61,-1.15,-0.055,-0.103,-0.047,-0.074,52.45,41.88
6/10/21 1:30,698,11.85,403,0,-0.362,-0.53,-1.07,-0.048,-0.096,-0.04,-0.072,51.69,41.52
6/10/21 2:00,699,11.84,403,0,-0.371,-0.55,-1.09,-0.049,-0.098,-0.041,-0.074,52.41,41.93
6/10/21 2:30,700,11.84,403,0,-0.369,-0.54,-1.09,-0.049,-0.098,-0.039,-0.076,51.53,41.36
6/10/21 3:00,701,11.84,403,0,-0.367,-0.56,-1.06,-0.051,-0.095,-0.041,-0.066,51.78,41.47
6/10/21 3:30,702,11.84,403,0,-0.382,-0.57,-1.12,-0.051,-0.1,-0.04,-0.071,52.14,41
6/10/21 4:00,703,11.84,403,0,-0.348,-0.53,-1.01,-0.048,-0.09,-0.04,-0.064,51.99,41.26
6/10/21 4:30,704,11.84,403,0,-0.357,-0.52,-1.06,-0.047,-0.095,-0.039,-0.067,53.05,41.1
6/10/21 5:00,705,11.83,403,0,-0.353,-0.55,-1.01,-0.05,-0.091,-0.04,-0.062,51.55,40.81
6/10/21 5:30,706,11.83,403,0,-0.348,-0.53,-1.01,-0.048,-0.09,-0.038,-0.065,52.09,41.21
6/10/21 6:00,707,11.83,403,0,-0.348,-0.53,-1.01,-0.048,-0.09,-0.038,-0.067,52.49,40.95
6/10/21 6:30,708,11.83,403,0,-0.342,-0.54,-0.97,-0.049,-0.087,-0.041,-0.062,51.85,42.6
6/10/21 7:00,709,11.83,403,0,-0.299,-0.53,-0.79,-0.047,-0.07,-0.04,-0.05,53.89,42.5
6/10/21 7:30,710,11.83,403,0,-0.293,-0.56,-0.73,-0.05,-0.066,-0.041,-0.045,52.42,42.51
6/10/21 8:00,711,11.82,403,0,-0.268,-0.48,-0.7,-0.043,-0.063,-0.039,-0.043,53.31,42.02
6/10/21 8:30,712,11.83,403,0,-0.216,-0.5,-0.45,-0.045,-0.041,-0.038,-0.025,52.24,42.33
6/10/21 9:00,713,11.82,403,0,-0.183,-0.49,-0.31,-0.044,-0.028,-0.036,-0.011,53.26,42.13
6/10/21 9:30,714,11.83,403,0,-0.129,-0.48,-0.08,-0.043,-0.008,-0.038,0.005,53.2,42.62
6/10/21 10:00,715,11.83,403,0,-0.028,-0.45,0.34,-0.041,0.03,-0.035,0.038,53.35,42.22
6/10/21 10:30,716,11.85,403,0,0.204,-0.36,1.29,-0.033,0.114,-0.03,0.116,53.58,43.66
6/10/21 11:00,717,11.86,403,0,0.446,-0.07,2.07,-0.007,0.183,-0.007,0.183,56.17,43.15
6/10/21 11:30,718,11.87,403,0,0.543,-0.16,2.6,-0.015,0.23,-0.016,0.228,53.66,42.53
6/10/21 12:00,719,11.88,403,0,0.605,-0.25,2.97,-0.023,0.263,-0.022,0.263,52.09,42.59
6/10/21 12:30,720,11.88,403,0,0.819,0.4,3.25,0.035,0.288,0.028,0.29,59.82,42.96
6/10/21 13:00,721,11.88,403,0,0.926,-0.06,4.21,-0.006,0.373,-0.004,0.373,51.54,40.81
6/10/21 13:30,722,11.87,403,0,1.074,-0.06,4.87,-0.006,0.431,-0.005,0.456,51.26,39.47
6/10/21 14:00,723,11.91,403,0,1.095,-0.12,5.03,-0.011,0.445,-0.009,0.475,52.19,39.67
6/10/21 14:30,724,11.88,403,0,1.134,0,5.08,0,0.449,-0.002,0.479,54.21,39.13
6/10/21 15:00,725,11.87,403,0,1.177,0.02,5.25,0.002,0.465,0,0.499,53.02,39.17
6/10/21 15:30,726,11.88,403,0,1.216,0.15,5.29,0.014,0.468,0.009,0.489,51.61,38.68
6/10/21 16:00,727,11.86,403,0,0.765,-0.13,3.56,-0.013,0.315,-0.014,0.297,50.06,40.96
6/10/21 16:30,728,11.85,403,0,0.24,-0.09,1.17,-0.009,0.104,-0.012,0.106,50.47,41.78
6/10/21 17:00,729,11.85,403,0,-0.143,-0.52,-0.1,-0.047,-0.01,-0.04,0.002,53.28,42.96
6/10/21 17:30,730,11.84,403,0,-0.147,-0.45,-0.19,-0.041,-0.018,-0.037,-0.002,51.84,41.78
6/10/21 18:00,731,11.83,403,0,-0.125,-0.52,-0.02,-0.047,-0.003,-0.037,0.007,51.38,43.1
6/10/21 18:30,732,11.82,403,0,-0.075,-0.44,0.12,-0.04,0.011,-0.034,0.026,50.97,41.21
6/10/21 19:00,733,11.82,403,0,-0.133,-0.47,-0.11,-0.042,-0.01,-0.038,0.007,52.86,41.98
6/10/21 19:30,734,11.82,403,0,-0.18,-0.45,-0.34,-0.041,-0.031,-0.035,-0.016,51.12,42.18
6/10/21 20:00,735,11.82,403,0,-0.252,-0.5,-0.61,-0.045,-0.055,-0.039,-0.033,51.67,41.2
6/10/21 20:30,736,11.81,403,0,-0.288,-0.54,-0.73,-0.049,-0.066,-0.041,-0.044,52.61,42.03
6/10/21 21:00,737,11.81,403,0,-0.301,-0.47,-0.86,-0.042,-0.077,-0.034,-0.052,50.72,39.58
6/10/21 21:30,738,11.8,403,0,-0.347,-0.57,-0.96,-0.052,-0.085,-0.041,-0.061,51.79,42.85
6/10/21 22:00,739,11.8,403,0,-0.339,-0.52,-0.98,-0.047,-0.087,-0.039,-0.064,51.49,42.13
6/10/21 22:30,740,11.8,403,0,-0.372,-0.61,-1.03,-0.055,-0.092,-0.042,-0.068,51.17,41
6/10/21 23:00,741,11.79,403,0,-0.371,-0.58,-1.06,-0.052,-0.095,-0.042,-0.068,52.02,41.29
6/10/21 23:30,742,11.79,403,0,-0.369,-0.54,-1.09,-0.049,-0.098,-0.042,-0.07,52.13,41.82
6/11/21 0:00,743,11.79,403,0,-0.376,-0.56,-1.1,-0.051,-0.098,-0.041,-0.071,51.66,41.35
6/11/21 0:30,744,11.78,403,0,-0.378,-0.54,-1.13,-0.049,-0.101,-0.039,-0.076,52.51,41.93
6/11/21 1:00,745,11.78,403,0,-0.371,-0.54,-1.1,-0.049,-0.098,-0.041,-0.076,51.56,40.57
6/11/21 1:30,746,11.78,403,0,-0.376,-0.56,-1.1,-0.051,-0.098,-0.041,-0.073,51.78,40.64
6/11/21 2:00,747,11.78,403,0,-0.382,-0.56,-1.13,-0.051,-0.101,-0.042,-0.073,52.1,40.96
6/11/21 2:30,748,11.78,403,0,-0.371,-0.54,-1.1,-0.049,-0.098,-0.041,-0.076,52.8,42.07
6/11/21 3:00,749,11.78,403,0,-0.371,-0.54,-1.1,-0.049,-0.098,-0.039,-0.073,53.67,40.9
6/11/21 3:30,750,11.77,403,0,-0.376,-0.56,-1.1,-0.051,-0.098,-0.044,-0.071,51.73,41.41
6/11/21 4:00,751,11.77,403,0,-0.362,-0.56,-1.04,-0.051,-0.093,-0.041,-0.069,52,42.24
6/11/21 4:30,752,11.77,403,0,-0.364,-0.54,-1.07,-0.049,-0.095,-0.042,-0.069,52.4,41.11
6/11/21 5:00,753,11.77,403,0,-0.371,-0.54,-1.1,-0.049,-0.098,-0.041,-0.073,53.05,41.1
6/11/21 5:30,754,11.76,403,0,-0.376,-0.59,-1.07,-0.053,-0.096,-0.043,-0.071,52.48,41.2
6/11/21 6:00,755,11.76,403,0,-0.369,-0.56,-1.07,-0.051,-0.096,-0.041,-0.071,52.43,41.96
6/11/21 6:30,756,11.76,403,0,-0.36,-0.52,-1.07,-0.047,-0.096,-0.041,-0.071,51.37,43.66
6/11/21 7:00,757,11.76,403,0,-0.364,-0.53,-1.08,-0.048,-0.096,-0.039,-0.072,52.13,41
6/11/21 7:30,758,11.76,403,0,-0.362,-0.56,-1.04,-0.051,-0.093,-0.043,-0.069,53.02,41.73
6/11/21 8:00,759,11.76,403,0,-0.351,-0.54,-1.01,-0.049,-0.09,-0.039,-0.064,52.41,41.02
6/11/21 8:30,760,11.76,403,0,-0.355,-0.56,-1.01,-0.051,-0.09,-0.044,-0.066,52.25,41.93
6/11/21 9:00,761,11.75,403,0,-0.335,-0.5,-0.98,-0.045,-0.088,-0.037,-0.067,52.35,42.29
6/11/21 9:30,762,11.75,403,0,-0.339,-0.52,-0.98,-0.047,-0.087,-0.039,-0.062,51.81,40.82
6/11/21 10:00,763,11.75,403,0,-0.36,-0.52,-1.07,-0.047,-0.095,-0.039,-0.071,52.64,41.65
6/11/21 10:30,764,11.75,403,0,-0.373,-0.52,-1.13,-0.047,-0.101,-0.041,-0.074,51.95,41.22
6/11/21 11:00,765,11.75,403,0,-0.353,-0.55,-1.01,-0.049,-0.09,-0.041,-0.069,52.57,41.84
6/11/21 11:30,766,11.75,403,0,-0.364,-0.53,-1.08,-0.048,-0.096,-0.041,-0.072,52.41,41.68
6/11/21 12:00,767,11.74,403,0,-0.369,-0.56,-1.07,-0.051,-0.096,-0.041,-0.071,52.36,41.78
6/11/21 12:30,768,11.74,403,0,-0.375,-0.55,-1.11,-0.049,-0.099,-0.043,-0.074,52.34,41.21
6/11/21 13:00,769,11.74,403,0,-0.373,-0.54,-1.11,-0.049,-0.099,-0.039,-0.074,52.14,41.26
6/11/21 13:30,770,11.74,403,0,-0.392,-0.59,-1.14,-0.053,-0.101,-0.043,-0.077,51.23,40.5
6/11/21 14:00,771,11.74,403,0,-0.375,-0.52,-1.14,-0.047,-0.101,-0.037,-0.076,52.42,41.95
6/11/21 14:30,772,11.73,403,0,-0.382,-0.52,-1.17,-0.047,-0.104,-0.037,-0.079,52.57,42.1
6/11/21 15:00,773,11.73,403,0,-0.396,-0.58,-1.17,-0.052,-0.105,-0.041,-0.079,51.75,41.01
6/11/21 15:30,774,11.73,403,0,-0.382,-0.51,-1.18,-0.046,-0.105,-0.039,-0.077,50.87,42.34
6/11/21 16:00,775,11.73,403,0,-0.382,-0.52,-1.17,-0.047,-0.105,-0.041,-0.079,51.57,42.48
6/11/21 16:30,776,11.73,403,0,-0.4,-0.54,-1.23,-0.049,-0.11,-0.043,-0.081,52.7,41.98
6/11/21 17:00,777,11.72,403,0,-0.389,-0.55,-1.17,-0.049,-0.105,-0.041,-0.079,52.91,41.93
6/11/21 17:30,778,11.72,403,0,-0.378,-0.55,-1.12,-0.05,-0.1,-0.04,-0.075,51.78,42.28
6/11/21 18:00,779,11.72,403,0,-0.38,-0.53,-1.15,-0.048,-0.103,-0.041,-0.077,51.88,41.31
6/11/21 18:30,780,11.72,403,0,-0.375,-0.51,-1.15,-0.046,-0.103,-0.038,-0.077,51.39,41.73
6/11/21 19:00,781,11.72,403,0,-0.38,-0.53,-1.15,-0.047,-0.103,-0.039,-0.073,52.13,41.4
6/11/21 19:30,782,11.72,403,0,-0.375,-0.51,-1.15,-0.046,-0.103,-0.04,-0.075,51.89,41.57
6/11/21 20:00,783,11.71,403,0,-0.38,-0.53,-1.15,-0.048,-0.103,-0.038,-0.075,51.22,41.06
6/11/21 20:30,784,11.71,403,0,-0.389,-0.53,-1.19,-0.048,-0.106,-0.038,-0.078,51.01,41.36
6/11/21 21:00,785,11.71,403,0,-0.382,-0.53,-1.16,-0.048,-0.104,-0.04,-0.075,52.3,42.23
6/11/21 21:30,786,11.71,403,0,-0.382,-0.56,-1.13,-0.05,-0.1,-0.042,-0.073,50.42,42.55
6/11/21 22:00,787,11.7,403,0,-0.38,-0.53,-1.15,-0.048,-0.103,-0.04,-0.075,52.63,42.3
6/11/21 22:30,788,11.7,403,0,-0.38,-0.53,-1.15,-0.048,-0.103,-0.04,-0.075,51.25,42.56
6/11/21 23:00,789,11.7,403,0,-0.38,-0.55,-1.13,-0.05,-0.1,-0.04,-0.075,52.41,41.68
6/11/21 23:30,790,11.7,403,0,-0.375,-0.53,-1.13,-0.048,-0.1,-0.04,-0.078,51.62,41.15
6/12/21 0:00,791,11.7,403,0,-0.371,-0.51,-1.13,-0.046,-0.1,-0.038,-0.075,52.06,42.56
6/12/21 0:30,792,11.69,403,0,-0.387,-0.58,-1.13,-0.052,-0.101,-0.044,-0.073,51.88,42.79
6/12/21 1:00,793,11.69,403,0,-0.394,-0.58,-1.16,-0.052,-0.104,-0.042,-0.076,51.81,42.3
6/12/21 1:30,794,11.69,403,0,-0.389,-0.56,-1.16,-0.05,-0.104,-0.042,-0.076,52.24,41.51
6/12/21 2:00,795,11.69,403,0,-0.378,-0.54,-1.13,-0.048,-0.101,-0.04,-0.076,51.17,40.44
6/12/21 2:30,796,11.68,403,0,-0.38,-0.54,-1.14,-0.048,-0.101,-0.04,-0.076,51.69,41.52
6/12/21 3:00,797,11.68,403,0,-0.375,-0.53,-1.13,-0.048,-0.101,-0.04,-0.076,51.69,40.96
6/12/21 3:30,798,11.68,403,0,-0.389,-0.56,-1.16,-0.05,-0.104,-0.04,-0.078,51.37,42.27
6/12/21 4:00,799,11.68,403,0,-0.38,-0.55,-1.13,-0.05,-0.101,-0.04,-0.076,52.43,41.71
6/12/21 4:30,800,11.67,403,0,-0.382,-0.53,-1.16,-0.048,-0.104,-0.042,-0.076,52.72,42.81
6/12/21 5:00,801,11.68,403,0,-0.376,-0.56,-1.1,-0.05,-0.098,-0.044,-0.073,52.39,42.48
6/12/21 5:30,802,11.67,403,0,-0.375,-0.53,-1.13,-0.048,-0.101,-0.042,-0.073,51.93,42.84
6/12/21 6:00,803,11.67,403,0,-0.369,-0.53,-1.1,-0.048,-0.098,-0.04,-0.074,51.67,41.1
6/12/21 6:30,804,11.67,403,0,-0.378,-0.54,-1.13,-0.048,-0.101,-0.04,-0.073,52.1,41.78
6/12/21 7:00,805,11.66,403,0,-0.364,-0.51,-1.1,-0.046,-0.098,-0.04,-0.076,51.67,41.76
6/12/21 7:30,806,11.66,403,0,-0.348,-0.53,-1.01,-0.048,-0.09,-0.04,-0.069,52.4,42.49
6/12/21 8:00,807,11.66,403,0,-0.351,-0.55,-1,-0.049,-0.089,-0.043,-0.066,52.48,42.32
6/12/21 8:30,808,11.66,403,0,-0.313,-0.56,-0.82,-0.051,-0.073,-0.04,-0.056,51.97,42.63
6/12/21 9:00,809,11.66,403,0,-0.29,-0.45,-0.83,-0.041,-0.075,-0.035,-0.052,50.85,41.19
6/12/21 9:30,810,11.66,403,0,-0.342,-0.53,-0.98,-0.048,-0.088,-0.04,-0.062,52.96,40.86
6/12/21 10:00,811,11.66,403,0,-0.356,-0.6,-0.97,-0.054,-0.087,-0.042,-0.063,52.3,41.98
6/12/21 10:30,812,11.66,403,0,-0.338,-0.55,-0.94,-0.049,-0.084,-0.043,-0.061,52.56,41.57
6/12/21 11:00,813,11.67,403,0,-0.296,-0.89,-0.4,-0.08,-0.036,-0.064,-0.021,52.85,44.57
6/12/21 11:30,814,11.69,403,0,0.183,-0.24,1.07,-0.022,0.095,-0.019,0.092,52.25,43.72
6/12/21 12:00,815,11.68,403,0,0.352,-0.32,1.91,-0.029,0.169,-0.026,0.166,52.69,41.97
6/12/21 12:30,816,11.68,403,0,0.504,0.18,2.07,0.016,0.183,0.005,0.18,56.44,42.6
6/12/21 13:00,817,11.71,403,0,0.741,-0.08,3.4,-0.008,0.301,-0.015,0.305,52.6,41.87
6/12/21 13:30,818,11.71,403,0,0.906,-0.03,4.09,-0.004,0.362,-0.006,0.364,52.84,42.68
6/12/21 14:00,819,11.73,403,0,0.929,-0.23,4.4,-0.021,0.389,-0.015,0.405,53.56,41.45
6/12/21 14:30,820,11.71,403,0,0.981,0.09,4.3,0.008,0.381,-0.002,0.382,54.07,41.05
